list_id;list_name;parliament_id;district_id;list_level;list_number;party_id;list_length;list_votes_total_[source];list_type
CH_NT-NR_1955__CH_NT-NR_1955__Valais__Parti-radical-democratique;Parti-radical-democratique;CH_NT-NR_1955;CH_NT-NR_1955__Valais;CH_VS;4;CH_FDP_RE-VS;5;36127;
CH_NT-NR_1955__CH_NT-NR_1955__Valais__Parti-conservateur-chretien-social-du-Valais-romand;Parti-conservateur-chretien-social-du-Valais-romand;CH_NT-NR_1955;CH_NT-NR_1955__Valais;CH_VS;5;CH_CVP|PDC_RE-VS;6;72576;
CH_NT-NR_1955__CH_NT-NR_1955__Neuchatel__Parti-radical;Parti-radical;CH_NT-NR_1955;CH_NT-NR_1955__Neuchatel;CH_NE;1;CH_FDP_RE-NE;5;28182;
CH_NT-NR_1955__CH_NT-NR_1955__Neuchatel__Parti-liberal;Parti-liberal;CH_NT-NR_1955;CH_NT-NR_1955__Neuchatel;CH_NE;2;CH_LPS_RE-NE;5;23912;
CH_NT-NR_1955__CH_NT-NR_1955__Neuchatel__Parti-socialiste;Parti-socialiste;CH_NT-NR_1955;CH_NT-NR_1955__Neuchatel;CH_NE;3;CH_SP|PS_RE-NE;5;48063;
CH_NT-NR_1955__CH_NT-NR_1955__Neuchatel__Parti-independant-chretien-social;Parti-independant-chretien-social;CH_NT-NR_1955;CH_NT-NR_1955__Neuchatel;CH_NE;1;;1;3919;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Parti-independant-chretien-social;Parti-independant-chretien-social;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;1;CH_CVP|PDC_RE-GE;5;24636;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Parti-radical;Parti-radical;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;2;CH_FDP_RE-GE;6;44166;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Parti-du-travail;Parti-du-travail;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;4;CH_PdA_RE-GE;7;35459;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Parti-national-democratique;Parti-national-democratique;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;5;CH_LPS_RE-GE;5;20932;
CH_NT-NR_1955__CH_NT-NR_1955__Zuerich__Liste-der-Liberalsozialisten;Liste-der-Liberalsozialisten;CH_NT-NR_1955;CH_NT-NR_1955__Zuerich;CH_ZH;9;CH_LSP_RE-ZH;32;104445;
CH_NT-NR_1955__CH_NT-NR_1955__Bern__Katholische-und-christlichsoziale-Volkspartei;Katholische-und-christlichsoziale-Volkspartei;CH_NT-NR_1955;CH_NT-NR_1955__Bern;CH_BE;4;CH_CVP|PDC_RE-BE;27;106277;
CH_NT-NR_1955__CH_NT-NR_1955__Bern__Parti-democratique-catholique;Parti-democratique-catholique;CH_NT-NR_1955;CH_NT-NR_1955__Bern;CH_BE;9;CH_CVP|PDC_RE-BE;16;219060;
CH_NT-NR_1955__CH_NT-NR_1955__Luzern__Bauern-Gewerbe-und-Arbeiterpartei;Bauern-Gewerbe-und-Arbeiterpartei;CH_NT-NR_1955;CH_NT-NR_1955__Luzern;CH_LU;4;;5;3138;
CH_NT-NR_1955__CH_NT-NR_1955__Obwalden__Liste-der-Konservativen-Volkspartei;Liste-der-Konservativen-Volkspartei;CH_NT-NR_1955;CH_NT-NR_1955__Obwalden;CH_OW;1;;1;2295;
CH_NT-NR_1955__CH_NT-NR_1955__Obwalden__Liste-der-liberalen-Partei;Liste-der-liberalen-Partei;CH_NT-NR_1955;CH_NT-NR_1955__Obwalden;CH_OW;2;;1;460;
CH_NT-NR_1955__CH_NT-NR_1955__Nidwaln__Liste-der-liberalen-Partei;Liste-der-liberalen-Partei;CH_NT-NR_1955;CH_NT-NR_1955__Nidwaln;CH_NW;2;;1;1575;
CH_NT-NR_1955__CH_NT-NR_1955__Fribourg__Liste-conservatrice-populaire-pour-les-districts-de-la-Sarine-et-de-la-Broye;Liste-conservatrice-populaire-pour-les-districts-de-la-Sarine-et-de-la-Broye;CH_NT-NR_1955;CH_NT-NR_1955__Fribourg;CH_FR;1;CH_CVP|PDC_RE-FR;7;50653;
CH_NT-NR_1955__CH_NT-NR_1955__Fribourg__Liste-conservatrice-populaire-pour-les-districts-de-la-Singine-et-du-Lac;Liste-conservatrice-populaire-pour-les-districts-de-la-Singine-et-du-Lac;CH_NT-NR_1955;CH_NT-NR_1955__Fribourg;CH_FR;2;CH_CVP|PDC_RE-FR;7;36255;
CH_NT-NR_1955__CH_NT-NR_1955__Fribourg__Liste-conservatrice-populaire-pour-les-districts-de-la-Gruyere-de-la-Glane-et-de-la-Veveyse;Liste-conservatrice-populaire-pour-les-districts-de-la-Gruyere-de-la-Glane-et-de-la-Veveyse;CH_NT-NR_1955;CH_NT-NR_1955__Fribourg;CH_FR;3;CH_CVP|PDC_RE-FR;7;26006;
CH_NT-NR_1955__CH_NT-NR_1955__Fribourg__Liste-du-parti-des-paysans-et-des-independants;Liste-du-parti-des-paysans-et-des-independants;CH_NT-NR_1955;CH_NT-NR_1955__Fribourg;CH_FR;6;CH_SVP|UDC_RE-FR;7;32356;
CH_NT-NR_1955__CH_NT-NR_1955__Basel-Landschaft__Wiedervereinigungsliste-Aktion-Kanton-Basel;Wiedervereinigungsliste-Aktion-Kanton-Basel;CH_NT-NR_1955;CH_NT-NR_1955__Basel-Landschaft;CH_BL;2;;4;9120;
CH_NT-NR_1955__CH_NT-NR_1955__Basel-Landschaft__Bauern-Gewerbe-und-Buergerpartei;Bauern-Gewerbe-und-Buergerpartei;CH_NT-NR_1955;CH_NT-NR_1955__Basel-Landschaft;CH_BL;5;CH_SVP|UDC_RE-BL;4;11866;
CH_NT-NR_1955__CH_NT-NR_1955__Aargau__Freie-demokratische-und-evangelische-Waehler;Freie-demokratische-und-evangelische-Waehler;CH_NT-NR_1955;CH_NT-NR_1955__Aargau;CH_AG;6;;10;19460;
CH_NT-NR_1955__CH_NT-NR_1955__Ticino__Conservatore-democratico;Conservatore-democratico;CH_NT-NR_1955;CH_NT-NR_1955__Ticino;CH_TI;2;;6;84156;
CH_NT-NR_1955__CH_NT-NR_1955__Vaud__Parti-chretien-social;Parti-chretien-social;CH_NT-NR_1955;CH_NT-NR_1955__Vaud;CH_VD;1;CH_CsP|PCS_RE-VD;6;34084;
CH_NT-NR_1955__CH_NT-NR_1955__Vaud__Parti-des-paysans-artisans-et-independants;Parti-des-paysans-artisans-et-independants;CH_NT-NR_1955;CH_NT-NR_1955__Vaud;CH_VD;5;CH_LPS_RE-VD;14;71871;
CH_NT-NR_1955__CH_NT-NR_1955__Valais__Mouvement-social-paysan-independant;Mouvement-social-paysan-independant;CH_NT-NR_1955;CH_NT-NR_1955__Valais;CH_VS;6;;3;11030;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Furti-progressiste;Furti-progressiste;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;3;;4;9791;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Parti-socialiste-genevois;Parti-socialiste-genevois;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;6;CH_SP|PS_RE-GE;5;21517;
CH_NT-NR_1955__CH_NT-NR_1955__Geneve__Union-federale-independante;Union-federale-independante;CH_NT-NR_1955;CH_NT-NR_1955__Geneve;CH_GE;7;;6;913;
CH_NT-NR_1955__CH_NT-NR_1955__Bern__Bernische-Bauern-Gewerbe-und-Buergerpartei-Emmental-Jura-Mittelland-Oberaargau-Seeland-Freie-demokratische-Mittelstandspartei;Bernische-Bauern-Gewerbe-und-Buergerpartei-Emmental-Jura-Mittelland-Oberaargau-Seeland-Freie-demokratische-Mittelstandspartei;CH_NT-NR_1955;CH_NT-NR_1955__Bern;CH_BE;1;CH_SVP|UDC_RE-BE;33;1424660;
CH_NT-NR_1955__CH_NT-NR_1955__Bern__Bernische-Bauern-Gewerbe-und-Buergerpartei-Landesteilverband-Oberland-Freie-demokratische-Mittelstandspartei;Bernische-Bauern-Gewerbe-und-Buergerpartei-Emmental-Jura-Mittelland-Oberaargau-Seeland-Freie-demokratische-Mittelstandspartei;CH_NT-NR_1955;CH_NT-NR_1955__Bern;CH_BE;2;CH_SVP|UDC_RE-BE;16;302475;
CH_NT-NR_1955__CH_NT-NR_1955__Appenzell-I-Rh__NA_AI_1;NA_Appenzell-I-Rh_1;CH_NT-NR_1955;CH_NT-NR_1955__Appenzell-I-Rh;CH_AI;1;;1;1021;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Freisinnige-Stadt-Zuerich;Freisinnige-Stadt-Zuerich;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;1;CH_FDP_RE-ZH;35;505259;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Freisinnige-Zuerich-Land;Freisinnige-Zuerich-Land;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;2;CH_FDP_RE-ZH;35;476390;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Sozialdemokraten-Gewerkschafter-und-Angestellten;Sozialdemokraten-Gewerkschafter-und-Angestellten;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;3;CH_SP|PS_RE-ZH;35;1682347;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Evangelischen-Volkspartei;Evangelischen-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;4;CH_EVP|PEP_RE-ZH;35;347932;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Demokratische-Liste;Demokratische-Liste;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;5;CH_CVP|PDC_RE-TG;35;302011;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Christlichsoziale-Liste;Christlichsoziale-Liste;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;6;CH_CsP|PCS_RE-ZH;35;770067;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Partei-der-Arbeit;Partei-der-Arbeit;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;1;CH_PdA_RE-ZH;25;129171;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Parteilose-der-Evangelisch-Christlichen-Buerger;Parteilose-der-Evangelisch-Christlichen-Buerger;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;8;;16;70072;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;9;CH_LdU|ADI_RE-ZH;35;803850;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__neuen-Gotthardrings;neuen-Gotthardrings;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;10;;2;2028;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Bauern-Gewerbe-und-Buergerpartei-Mittelstandsliste;Bauern-Gewerbe-und-Buergerpartei-Mittelstandsliste;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;11;CH_SVP|UDC_RE-ZH;35;842969;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__der-Schweizerischen-Volksbewegung-gegen-die-Ueberfremdung;der-Schweizerischen-Volksbewegung-gegen-die-Ueberfremdung;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;12;;5;45837;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Ueberparteilichen-Union;Ueberparteilichen-Union;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;13;;4;10029;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__Schweizervolk-Partei;Schweizervolk-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;14;;1;1683;
CH_NT-NR_1963__CH_NT-NR_1963__Zuerich__fuer-Sauberkeit-in-der-Politik;fuer-Sauberkeit-in-der-Politik;CH_NT-NR_1963;CH_NT-NR_1963__Zuerich;CH_ZH;15;;1;12081;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Bernische-Bauern-Gewerbe-und-Buergerpartei-Freie-demokratische-Mittelstandspartei-Emmental-Jura-Oberaargau-Seeland;Bernische-Bauern-Gewerbe-und-Buergerpartei-Freie-demokratische-Mittelstandspartei-Emmental-Jura-Oberaargau-Seeland;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;1;CH_SVP|UDC_RE-BE;33;899647;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Bernische-Bauern-Gewerbe-und-Buergerpartei-Freie-demokratische-Mittelstandspartei-Mittelland-Bern-Schwarzenburg-Seftigen;Bernische-Bauern-Gewerbe-und-Buergerpartei-Freie-demokratische-Mittelstandspartei-Mittelland-Bern-Schwarzenburg-Seftigen;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;2;CH_SVP|UDC_RE-BE;16;310321;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Bernische-Bauern-Gewerbe-und-Buergerpartei-Freie-demokratische-Mittelstandspartei-Landesteilverband-Oberland;Bernische-Bauern-Gewerbe-und-Buergerpartei-Freie-demokratische-Mittelstandspartei-Landesteilverband-Oberland;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;3;CH_SVP|UDC_RE-BE;16;264475;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Freisinnig-demokratische-Partei-des-Kantons-Bern-Landesteil-Mittelland;Freisinnig-demokratische-Partei-des-Kantons-Bern-Landesteil-Mittelland;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;4;CH_FDP_RE-BE;22;222115;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Freisinnig-demokratische-Partei-des-Kantons-Bern;Freisinnig-demokratische-Partei-des-Kantons-Bern;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;5;CH_FDP_RE-BE;48;338348;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Evangelische-Volkspartei-des-Kantons-Bern;Evangelische-Volkspartei-des-Kantons-Bern;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;8;CH_EVP|PEP_RE-BE;33;98562;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Konservativ-Christlichsoziale-Volkspartei;Konservativ-Christlichsoziale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;9;CH_CVP|PDC_RE-BE;31;118504;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Sozialdemokratische-Partei-des-Kantons-Bern;Sozialdemokratische-Partei-des-Kantons-Bern;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;10;CH_SP|PS_RE-BE;33;1631104;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Parti-liberal-radical-jurassien;Parti-liberal-radical-jurassien;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;11;CH_FDP_RE-BE;16;151510;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Parti-socialiste-jurassien;Parti-socialiste-jurassien;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;12;CH_SP|PS_RE-JU;12;133540;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;13;CH_LdU|ADI_RE-BE;28;182305;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Parteilose-der-evangelisch-christlichen-Buerger;Parteilose-der-evangelisch-christlichen-Buerger;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;14;;9;46800;
CH_NT-NR_1963__CH_NT-NR_1963__Bern__Parti-democratique-chretien-social-jurassien;Parti-democratique-chretien-social-jurassien;CH_NT-NR_1963;CH_NT-NR_1963__Bern;CH_BE;15;CH_CVP|PDC_RE-BE;16;199407;
CH_NT-NR_1963__CH_NT-NR_1963__Luzern__Liberale-Partei;Liberale-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Luzern;CH_LU;1;CH_LPS_RE-LU;9;190607;
CH_NT-NR_1963__CH_NT-NR_1963__Luzern__Sozialdemokraten;Sozialdemokraten;CH_NT-NR_1963;CH_NT-NR_1963__Luzern;CH_LU;2;CH_SP|PS_RE-LU;9;47980;
CH_NT-NR_1963__CH_NT-NR_1963__Luzern__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1963;CH_NT-NR_1963__Luzern;CH_LU;3;;4;17002;
CH_NT-NR_1963__CH_NT-NR_1963__Luzern__Christlichsoziale-Partei;Christlichsoziale-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Luzern;CH_LU;4;CH_CVP|PDC_RE-LU;6;40893;
CH_NT-NR_1963__CH_NT-NR_1963__Luzern__Konservative-Volkspartei;Konservative-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Luzern;CH_LU;5;CH_CVP|PDC_RE-LU;8;195359;
CH_NT-NR_1963__CH_NT-NR_1963__Uri__Fortschrittlich-demokratische-Partei;Fortschrittlich-demokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Uri;CH_UR;1;CH_FDP_RE-UR;1;4216;
CH_NT-NR_1963__CH_NT-NR_1963__Schwyz__Arbeiter-and-Angestelltenunion;Arbeiter-and-Angestelltenunion;CH_NT-NR_1963;CH_NT-NR_1963__Schwyz;CH_SZ;1;;1;9465;
CH_NT-NR_1963__CH_NT-NR_1963__Schwyz__Christlichsoziale-Partei;Christlichsoziale-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Schwyz;CH_SZ;2;CH_CVP|PDC_RE-SZ;3;9593;
CH_NT-NR_1963__CH_NT-NR_1963__Schwyz__Liberale-Volkspartei;Liberale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Schwyz;CH_SZ;3;;3;5197;
CH_NT-NR_1963__CH_NT-NR_1963__Schwyz__Jungliberale-Bewegung;Jungliberale-Bewegung;CH_NT-NR_1963;CH_NT-NR_1963__Schwyz;CH_SZ;4;;3;4320;
CH_NT-NR_1963__CH_NT-NR_1963__Schwyz__Konservative-Volkspartei-und-Jungkonservative-Bewegung;Konservative-Volkspartei-und-Jungkonservative-Bewegung;CH_NT-NR_1963;CH_NT-NR_1963__Schwyz;CH_SZ;5;CH_CVP|PDC_RE-SZ;3;13943;
CH_NT-NR_1963__CH_NT-NR_1963__Obwalden__Konservative-Volkspartei;Konservative-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Obwalden;CH_OW;1;CH_CVP|PDC_RE-OW;1;2351;
CH_NT-NR_1963__CH_NT-NR_1963__Obwalden__Liberale-Partei;Liberale-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Obwalden;CH_OW;2;;1;1256;
CH_NT-NR_1963__CH_NT-NR_1963__Nidwalden__der-konservativen-und-christlicbsozialen-Partei;der-konservativen-und-christlicbsozialen-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Nidwalden;CH_NW;1;;1;2070;
CH_NT-NR_1963__CH_NT-NR_1963__Glarus__Allgemeine-Buergerliche-Volkspartei;Allgemeine-Buergerliche-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Glarus;CH_GL;1;CH_SVP|UDC_RE-GL;1;0;
CH_NT-NR_1963__CH_NT-NR_1963__Glarus__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Glarus;CH_GL;1;CH_SP|PS_RE-ZH;1;0;
CH_NT-NR_1963__CH_NT-NR_1963__Zug__Konservativ-christlichsoziale-Liste;Konservativ-christlichsoziale-Liste;CH_NT-NR_1963;CH_NT-NR_1963__Zug;CH_ZG;1;CH_CVP|PDC_RE-ZG;1;0;
CH_NT-NR_1963__CH_NT-NR_1963__Zug__Freisinnig-demokratische-Liste;Freisinnig-demokratische-Liste;CH_NT-NR_1963;CH_NT-NR_1963__Zug;CH_ZG;2;CH_FDP_RE-ZG;1;0;
CH_NT-NR_1963__CH_NT-NR_1963__Fribourg__conservatrice-chretienne-sociale;conservatrice-chretienne-sociale;CH_NT-NR_1963;CH_NT-NR_1963__Fribourg;CH_FR;1;CH_CVP|PDC_RE-FR;6;94086;
CH_NT-NR_1963__CH_NT-NR_1963__Fribourg__socialiste;socialiste;CH_NT-NR_1963;CH_NT-NR_1963__Fribourg;CH_FR;2;CH_SP|PS_RE-FR;6;23156;
CH_NT-NR_1963__CH_NT-NR_1963__Fribourg__radicale-democratique;radicale-democratique;CH_NT-NR_1963;CH_NT-NR_1963__Fribourg;CH_FR;3;CH_FDP_RE-FR;6;41060;
CH_NT-NR_1963__CH_NT-NR_1963__Fribourg__paysans-artisans-et-independants;paysans-artisans-et-independants;CH_NT-NR_1963;CH_NT-NR_1963__Fribourg;CH_FR;4;CH_SVP|UDC_RE-FR;3;17759;
CH_NT-NR_1963__CH_NT-NR_1963__Solothurn__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Solothurn;CH_SO;1;CH_SP|PS_RE-SO;7;107931;
CH_NT-NR_1963__CH_NT-NR_1963__Solothurn__Konservativ-christliehsoziale-Volkspartei;Konservativ-christliehsoziale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Solothurn;CH_SO;2;CH_CVP|PDC_RE-SO;7;78495;
CH_NT-NR_1963__CH_NT-NR_1963__Solothurn__Freisinnig-demokratische-Partei-und-Jangliberale-Bewegung;Freisinnig-demokratische-Partei-und-Jangliberale-Bewegung;CH_NT-NR_1963;CH_NT-NR_1963__Solothurn;CH_SO;3;CH_FDP_RE-SO;7;132014;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Stadt__Radikal-demokratische-Partei;Radikal-demokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Stadt;CH_BS;1;CH_FDP_RE-BS;8;78364;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Stadt__Partei-der-Arbeit;Partei-der-Arbeit;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Stadt;CH_BS;2;;8;21583;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Stadt__Liberal-demokratische-Buergerpartei;Liberal-demokratische-Buergerpartei;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Stadt;CH_BS;3;CH_LPS_RE-BS;8;36844;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Stadt__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Stadt;CH_BS;5;CH_SP|PS_RE-BS;8;100840;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Stadt__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Stadt;CH_BS;6;CH_LdU|ADI_RE-BS;8;35279;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Stadt__Katholische-und-Christlichsoziale-Volkspartei;Katholische-und-Christlichsoziale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Stadt;CH_BS;7;CH_CVP|PDC_RE-BS;8;39498;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Landschaft__Freisinnig-demokratische-Partei-Baselland;Freisinnig-demokratische-Partei-Baselland;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Landschaft;CH_BL;1;CH_FDP_RE-BL;5;28822;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Landschaft__Sozialdemokratische-Partei-Baselland;Sozialdemokratische-Partei-Baselland;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Landschaft;CH_BL;2;CH_SP|PS_RE-BL;5;42784;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Landschaft__Bauern-Gewerbe-und-Buergerpartei-Baselland;Bauern-Gewerbe-und-Buergerpartei-Baselland;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Landschaft;CH_BL;3;CH_SVP|UDC_RE-BL;5;15942;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Landschaft__Wiedervereinigungsfreundliche-Aktion-Kanton-Basel;Wiedervereinigungsfreundliche-Aktion-Kanton-Basel;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Landschaft;CH_BL;4;;5;14680;
CH_NT-NR_1963__CH_NT-NR_1963__Basel-Landschaft__Christlichsoziale-Volkspartei;Christlichsoziale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Basel-Landschaft;CH_BL;5;CH_CVP|PDC_RE-BL;5;17873;
CH_NT-NR_1963__CH_NT-NR_1963__Schaffhausen__Freisinnig-demokratische-Partei;Freisinnig-demokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Schaffhausen;CH_SH;1;CH_FDP_RE-SH;2;12421;
CH_NT-NR_1963__CH_NT-NR_1963__Schaffhausen__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Schaffhausen;CH_SH;2;CH_SP|PS_RE-SH;1;13062;
CH_NT-NR_1963__CH_NT-NR_1963__Schaffhausen__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1963;CH_NT-NR_1963__Schaffhausen;CH_SH;3;;2;3368;
CH_NT-NR_1963__CH_NT-NR_1963__Appenzell-A-Rh__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Appenzell-A-Rh;CH_AR;1;CH_SP|PS_RE-AR;1;0;
CH_NT-NR_1963__CH_NT-NR_1963__Appenzell-A-Rh__Freisinnig-demokratische-Partei;Freisinnig-demokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Appenzell-A-Rh;CH_AR;2;CH_FDP_RE-AR;1;0;
CH_NT-NR_1963__CH_NT-NR_1963__Appenzell-I-Rh__Freisinnig-demokratische-Partei;Freisinnig-demokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Appenzell-I-Rh;CH_AI;2;;1;897;
CH_NT-NR_1963__CH_NT-NR_1963__St-Gallen__Freisinnig-demokratische-Partei-und-Jungliberale-Bewegung;Freisinnig-demokratische-Partei-und-Jungliberale-Bewegung;CH_NT-NR_1963;CH_NT-NR_1963__St-Gallen;CH_SG;1;CH_FDP_RE-SG;13;201965;
CH_NT-NR_1963__CH_NT-NR_1963__St-Gallen__Sozialdemokratische-Partei-und-Gewerkschaften;Sozialdemokratische-Partei-und-Gewerkschaften;CH_NT-NR_1963;CH_NT-NR_1963__St-Gallen;CH_SG;2;CH_SP|PS_RE-SG;13;142293;
CH_NT-NR_1963__CH_NT-NR_1963__St-Gallen__Konservativ-Christlichsoziale-Volkspartei;Konservativ-Christlichsoziale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__St-Gallen;CH_SG;3;CH_CVP|PDC_RE-SG;13;362918;
CH_NT-NR_1963__CH_NT-NR_1963__St-Gallen__Landesring-der-Unabhaengigen;Landesring-der-Unabhaengigen;CH_NT-NR_1963;CH_NT-NR_1963__St-Gallen;CH_SG;4;CH_LdU|ADI_RE-SG;13;52659;
CH_NT-NR_1963__CH_NT-NR_1963__Graubuenden__Sozialdemokratische-Partei;Sozialdemokratische-Partei;CH_NT-NR_1963;CH_NT-NR_1963__Graubuenden;CH_GR;1;CH_SP|PS_RE-GR;5;17800;
CH_NT-NR_1963__CH_NT-NR_1963__Graubuenden__Konservative-und-christlichsoziale-Volkspartei;Konservative-und-christlichsoziale-Volkspartei;CH_NT-NR_1963;CH_NT-NR_1963__Graubuenden;CH_GR;2;CH_CVP|PDC_RE-GR;5;52653;
